LocationName,Status,Resolution,Coordinates,LatitudeDecimal,LongitudeDecimal,Nation,ProvinceState,DistrictCounty,CityTown,Biome,ContinentOcean,ParkReserveName,Altitude,Rainfall,Temperature,Notes,Accuracy,Extent_km2,TimeAdded
"Parco Nacional Defensores del",NULL,SL,"24° 33' 00" S; 056° 27' 00" W",-24.55,-56.45,Paraguay,NULL,NULL,NULL,NULL,SouthAmerica,2,0,0,NULL,"; Geonames: Colonia Defensores del Chaco PPL",2,2,"2011-07-24 20:20:12"
"Parisi forest",NULL,SL,NULL,-0.062416,26.1207,"Democratic Republic of Congo",Tshopo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From map in Li et al. 2012",2,2,"2020-01-24 20:38:29"
"Parque Estadual Carlos Botelho",NULL,SL,"24° 30' S; 47° 58' W",-24.5,-47.96,Brazil,NULL,NULL,NULL,NULL,SouthAmerica,2,0,0,NULL,"; primary ref",1,1,"2011-07-24 20:20:33"
Parys,NULL,SL,,-26.8809,27.482,"South Africa","Free State",,Parys,NULL,NULL,,NULL,NULL,NULL,"Golf estate",2,1,"2020-08-23 21:57:33"
Passos,NULL,SL,"20° 43' 00" S; 046° 37' 00" W",-20.71,-46.61,Brazil,NULL,NULL,NULL,NULL,SouthAmerica,0,0,0,NULL,"western Minas Gerais, Brazil; Geonames:  Paracatu PPL, matched state ID in paper",2,2,"2011-07-24 20:20:51"
"Pemba Island",NULL,P,NULL,-5.16667,39.8,Tanzania,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Geonames: Pemba Islands",2,2,"2020-01-13 19:54:13"
Perak,NULL,P,"05° 00' 00" N; 101° 00' 00" E",5,101,Malaysia,NULL,NULL,NULL,NULL,Eurasia,0,0,0,NULL,"State of Perak; Geonames:  Perak Province ADM1",2,3,"2011-07-24 20:21:04"
Perinet,NULL,SL,"18° 56' 00" S; 048° 25' 00" E",-18.93,48.41,Madagascar,NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,"; Geonames: Perinet PPL, alternate for Andasibe",2,2,"2011-07-24 20:21:21"
PERU,NULL,N,"10° 00'00" S; 076° 00' 00" W",-10,-76,Peru,NULL,NULL,NULL,NULL,SouthAmerica,0,0,0,NULL,"; Geonames: Peru, republic of",2,4,"2011-07-24 20:22:10"
"Petit Saut",NULL,SL,"04° 55' 00" N; 053° 05' 00" W",4.91,-53.08,"French Guyana",NULL,NULL,NULL,NULL,SouthAmerica,1,0,0,NULL,"Petit Saut Hydroelectric Dam,  forest flooded; from de Thoisy et al. 2003",2,2,"2012-06-14 21:46:12"
Petropolis,NULL,SL,"22° 30' 39" S; 43° 11' 04" W",-22.51,-43.18,Brazil,NULL,NULL,NULL,NULL,SouthAmerica,0,0,0,NULL,"in state of Rio de Janeiro; Geonames: Petropolis PPL, only one that came up for state of Rio de Janeiro",2,2,"2011-07-24 20:22:29"
Phattalung,NULL,SL,"07° 37' 00" N; 100° 05' 00" E",7.61,100.08,Thailand,NULL,NULL,NULL,NULL,Eurasia,1,0,0,NULL,"map in reference; Geonames: Changwat Phattalung PPLA, matches location in map in reference",2,2,"2011-07-24 20:22:34"
PHILIPPINES,NULL,N,"13° 00' 00" N; 122° 00' 00" E",13,122,Philippines,NULL,NULL,NULL,NULL,Eurasia,0,0,0,NULL,"; Geonames: Philippines (PCL1)",2,4,"2011-07-24 20:22:47"
Phnom-Penh,NULL,SL,"11° 33' 00" N; 104° 55' 00" E",11.55,104.91,Cambodia,NULL,NULL,NULL,NULL,Eurasia,0,0,0,NULL,"; Geonames: Phnom Penh PPL",2,2,"2011-07-24 20:23:04"
Pichucalco,NULL,SL,NULL,17.51,-93.1159,Mexico,NULL,NULL,NULL,NULL,SouthAmerica,NULL,NULL,NULL,NULL,"See Figure 1 and got exact coordinates from Geonames: Pichucalco, Mexico",1,2,"2019-12-11 19:00:01"
Pietermaritzburg,NULL,SL,NULL,-29.6,30.4,"South Africa",NULL,NULL,NULL,NULL,Africa,NULL,NULL,NULL,NULL,";Acmemapper 2.0;Pietermaritzburg",2,2,"2020-01-21 21:13:53"
Pingtung,NULL,P,"22° 30' 00" N; 120° 40' 00" E",22.5,120.67,Taiwan,NULL,NULL,NULL,NULL,Eurasia,0,0,0,NULL,"map in reference; ",2,2,"2011-07-24 20:23:21"
"Plácido de Castro",NULL,P,NULL,-10.2943,-67.268,Brazil,Acre,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Geonames: Plácido de Castro",1,2,"2020-01-17 20:20:23"
"PO field site",NULL,SL,NULL,3.9,28.4,"Democratic Republic of Congo",NULL,NULL,NULL,NULL,Africa,NULL,NULL,NULL,NULL,"See Figure 1",2,2,"2020-01-15 20:19:08"
Pochitocal,NULL,P,NULL,17.6176,-92.7744,Mexico,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Geonames: Pochitocal, Mexico",1,2,"2020-01-17 20:24:24"
"Poco das Antas",NULL,SL,NULL,-29.45,-51.66,Brazil,NULL,NULL,NULL,NULL,SouthAmerica,2,0,0,NULL,"Poco das Antas Biological Reserve; ",2,2,"2020-01-14 21:13:39"
Polonnaruwa,NULL,SL,"07° 56' 00" N; 081° 00' 00" E",7.93,81,"Sri Lanka",NULL,NULL,NULL,NULL,Eurasia,0,0,0,NULL,"; Geonames:Polonnaruwa PPL",2,2,"2011-07-24 20:23:42"
Ponthierville,NULL,SL,"00° 21' 00" S; 025° 29' 00" E",-0.35,25.48,"Democratic Republic of Congo",NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,"aka Ubundu; Geonames: Ponthierville PPL",2,2,"2019-12-03 18:58:17"
Poona,NULL,SL,"18° 32' 00" N; 073° 52' 00" E",18.53,73.86,India,NULL,NULL,NULL,NULL,Eurasia,0,0,0,NULL,"; Geonames:  Poona PPL",2,2,"2011-07-24 20:24:07"
"Port Dickson",NULL,SL,"02° 31' 00" N; 101° 48' 00" E",2.51,101.8,Malaysia,NULL,NULL,NULL,NULL,Eurasia,1,0,0,NULL,"in Negri Sembilan, unknown locality; Geonames: Port Dickson PPL, close to Negri Sembilan",2,2,"2011-07-24 20:24:12"
"Porto Primavera Dam",NULL,O,NULL,-22.4753,-52.9583,Brazil,"Border of SÃ£o Paulo and Mato Grosso do Sul",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Geonames: Engineer Sérgio Motta Dam, formerly known as the Porto Primavera Dam",1,2,"2020-01-17 20:36:44"
"Porto Rico County",NULL,P,"22°46’20”S 53°16’01”W",22.7722,53.2669,Brazil,Parana,,,NULL,SouthAmerica,,NULL,NULL,NULL,,1,3,"2020-01-17 20:44:18"
"Portuguese Guinea",NULL,N,NULL,12,-15,Guinea-Bissau,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Portuguese Guinea now known as Guinea-Bissau. Paper was written 1976",2,4,"2020-01-17 20:49:03"
Potchefstroom,NULL,SL,"26° 40' 00" S; 027° 06' 00" E",-26.66,27.1,"South Africa",NULL,NULL,NULL,NULL,Africa,1,0,0,NULL,"; Geonames: Potchefstroomdam RSV, other entries, all within about 2degrees of one another",2,2,"2011-07-24 20:24:29"
Potoru,NULL,SL,"7° 35' 40" N; 11° 22' 40" W",7.59,-11.36,"Sierra Leone",NULL,NULL,NULL,NULL,Africa,1,0,0,NULL,"; from primary ref, figure 1",2,2,"2011-07-24 20:24:34"
"Presidente Epitaceo and Anaurilandia",checked,SL,"22°07' S, 52°30' W",-22.1166,-52.5,Brazil,,,,NULL,NULL,,NULL,NULL,NULL,,1,3,"2020-05-27 22:24:19"
"Primatology Center Forest (CDP)",NULL,SL,NULL,-1.46177,13.4253,Gabon,,,,NULL,Africa,"Primatology Center Forest ",NULL,NULL,NULL,"Approximate from Figure 1 (Boundenga et al. 2018)",2,2,"2020-01-17 20:53:52"
"Puerto de Belén",NULL,SL,NULL,-3.76788,-73.2459,Peru,NULL,NULL,Iquitos,NULL,SouthAmerica,NULL,NULL,NULL,NULL,"Reference: Hoare 1972 citing Ayala 1964: 

Ayala's description in Spanish: dichos monos fueron . En la selva inmediata a la margen derecha del Rio Amazonas, frente al puerto de Belen in Iquitos donde los conoce vulgarmente con el nombre de frailes

Likely was more forested in 1960s",2,2,"2020-12-10 20:21:08"
"Puerto Narino",NULL,SL,NULL,-3.8,-70.4,Brazil,NULL,NULL,NULL,NULL,SouthAmerica,0,0,0,NULL,"; Geonames: no records for Puerto Narino or Narino;Acmemapper 2.0;puerto narino,Amazonas,Brazil",2,2,"2020-01-14 21:13:30"
Puttalam,NULL,SL,"08° 02' 00" N; 079° 49' 00" E",8.03,79.81,"Sri Lanka",NULL,NULL,NULL,NULL,Eurasia,1,0,0,NULL,"northwest coast of Sri Lanka (Ceylon); Geonames: Puttalam PPL",2,2,"2011-07-24 20:25:14"
"Quebrada Blanco",NULL,SL,"4° 21' S; 73° 09' W",-4.35,-73.15,Peru,NULL,NULL,NULL,NULL,SouthAmerica,2,0,0,NULL,"biological station; from primary ref",2,2,"2011-07-24 20:25:28"
Ranau,NULL,SL,"05° 58' 00" N; 116° 41' 00" E",5.96,116.68,Malaysia,NULL,NULL,NULL,NULL,Eurasia,0,0,0,NULL,"Sabah, Malaysia; Geonames: Ranau PPL",2,2,"2011-07-24 20:25:41"
Ranomafana,NULL,SL,"21° 16' S; 47° 20' 00" E",-21.26,47.33,Madagascar,NULL,NULL,NULL,NULL,Africa,1,0,0,NULL,"; Geonames: too many entries, couldn't locate, used coordinates from Wright et al. 1997",2,2,"2019-12-11 19:00:40"
Ratchaburi,NULL,SL,"13° 35' 00" N; 099° 32' 00" E",13.58,99.53,Thailand,NULL,NULL,NULL,NULL,Eurasia,1,0,0,NULL,"; Geonames: Ratchaburi Changwat ADM1",2,3,"2011-07-24 20:26:16"
Rayong,NULL,SL,"12° 41' 00" N; 101° 17' 00" E",12.68,101.28,Thailand,NULL,NULL,NULL,NULL,Eurasia,1,0,0,NULL,"; Geonames: Rayong, Changwat PPL",2,2,"2011-07-24 20:26:28"
"Red Hill",NULL,SL,NULL,-32.33,28.23,"South Africa","Western Cape",NULL,NULL,NULL,Africa,NULL,NULL,NULL,NULL,NULL,1,1,"2020-01-17 20:55:15"
"Reforma Agraria",NULL,SL,NULL,17.4,-91.7,Mexico,Chiapas,NULL,NULL,NULL,SouthAmerica,NULL,NULL,NULL,NULL,";Acmemapper 2.0;Reforma Agraria,hiapas",2,2,"2020-01-17 20:56:00"
"Republic of the Congo",NULL,N,NULL,-4.1,24.7,"Republic of the Congo",NULL,NULL,NULL,NULL,Africa,NULL,NULL,NULL,NULL,"Acmemapper2.0;Democratic Republic of Congo",2,4,"2020-01-17 20:56:16"
"Riachuelo River",NULL,SL,"27° 30' S; 58° 41' W",-27.5,-58.68,Argentina,NULL,NULL,NULL,NULL,SouthAmerica,1,0,0,NULL,"; primary ref",1,1,"2011-07-24 21:03:44"
"Rift Valley",NULL,P,"00° 30' 00" N; 036° 00' 00" E",0.5,36,Kenya,NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,"Rift Valley Province; Geonames: Rift Valley Province ADM1",2,2,"2011-07-24 21:03:50"
"Rio Branco",NULL,P,NULL,-9.97472,-67.81,Brazil,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Geonames: Rio Branco, Acre, Brazil",1,2,"2020-01-17 20:59:39"
"Rio de Janeiro",NULL,SL,"22° 54' 00" S; 043° 14' 00" W",-22.9,-43.23,Brazil,NULL,NULL,NULL,NULL,SouthAmerica,1,0,0,NULL,"; Geonames:  Rio de Janeiro PPLA",2,2,"2011-07-24 21:04:04"
"Rio Grande do Sul",NULL,P,"30° 00' 00" S; 054° 00' 00" W",-30,-54,Brazil,NULL,NULL,NULL,NULL,SouthAmerica,0,0,0,NULL,"; Geonames: Rio Grande do Sul "ESTADO" ADMD",2,2,"2011-07-24 21:04:25"
"Rio Los Amigos EBLA",NULL,SL,NULL,-12.569,-70.099,Peru,,"Madre de Dios Department",,NULL,SouthAmerica,"Estacion Biologica Rio Los Amigos",NULL,NULL,NULL,,1,2,"2020-01-17 21:00:01"
"Rio Mono",NULL,SL,"09° 16' 00" N; 078° 08' 00" W",9.26,-78.13,Panama,NULL,NULL,NULL,NULL,NorthAmerica,0,0,0,NULL,"; Geonames: Rio Monos STM, aka Mono River, matches map in primary reference",2,2,"2011-07-24 21:04:45"
"River Kwango",NULL,SL,"04° 52' 00" S; 016° 59' 00" E",-4.86,16.98,"Democratic Republic of Congo",NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,"; Geonames: Kwango, used the region rather than river because seems to be inbetween two points for river coordinates",3,2,"2019-12-03 18:58:44"
Riverside,NULL,SL,NULL,-23.7808,30.4323,"South Africa",,,,NULL,NULL,,NULL,NULL,NULL,"Google Maps: Riverside Wildlife Rehabilitation and Environmental Education Centre",1,2,"2020-01-17 21:08:15"
"Riviera Maya",NULL,SL,NULL,20.5531,-87.1738,Mexico,"Quintana Roo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From Solorzano-Garcia and Perez-Ponce de Leon
",2,2,"2019-12-11 19:03:51"
Roi-ed,NULL,SL,"16° 03' 00" N; 103° 40' 00" E",16.05,103.66,Thailand,NULL,NULL,NULL,NULL,Eurasia,1,0,0,NULL,"; Geonames:  Roi-ed PPLA",2,2,"2011-07-24 21:05:35"
Rondo,NULL,SL,NULL,5.38173,-73.1968,Colombia,NULL,NULL,NULL,NULL,SouthAmerica,0,0,0,NULL,"Geonames: Rondon, Colombia
1952 map of Colombia in Library of Congress has Rondon, not Rondo. Likely what the 1964 explorers meant.",3,2,"2020-01-21 17:23:24"
Rondonia,NULL,P,"11° 00' 00" S; 063° 00' 00" W",-11,-63,Brazil,NULL,NULL,NULL,NULL,SouthAmerica,0,0,0,NULL,"; Geonames: Rondonia (Estado) ADM1",2,3,"2011-07-24 21:06:06"
"Rondonia State, Brazil",NULL,O,NULL,-9.78,-65.27,Brazil,Rondonia,NULL,Abuna,NULL,NULL,NULL,NULL,NULL,NULL,"Madeira River",1,3,"2020-01-17 21:19:18"
Roraima,NULL,P,"01° 00' 00" N; 061° 00' 00" W",1,-61,Brazil,NULL,NULL,NULL,NULL,SouthAmerica,0,0,0,NULL,"; Geonames: Roraima (Estado) ADM1",2,3,"2011-07-24 21:06:19"
"Ruaha ",NULL,SL,NULL,-7.5,35,Tanzania,,,,NULL,NULL,"Ruaha National Park",NULL,NULL,NULL,,1,2,"2020-01-17 21:20:05"
Rubondo,NULL,SL,NULL,-2.3,31.83,Tanzania,NULL,NULL,NULL,NULL,NULL,"Rubondo Island National Park",NULL,NULL,NULL,"Island in Lake Victoria",1,2,"2020-01-17 21:21:05"
"Rutoma fragment",NULL,SL,NULL,0.5,30.4,Uganda,NULL,"Kibale National Park",NULL,NULL,Africa,NULL,NULL,NULL,NULL,"Forest fragment neighboring Kibale National Park.Acmemapper;Kibale national park;no hit when rutoma was added",2,2,"2020-01-17 21:21:12"
Ruwenzori,NULL,SL,"00° 25' 00" N; 030° 00' 00" E",0.41,30,Uganda,NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,""forest", Toro district; Geonames: Ruwenzori FRST",2,2,"2011-07-24 21:06:31"
RWANDA,NULL,N,NULL,-1.9,29.9,Rwanda,NULL,NULL,NULL,NULL,Africa,NULL,NULL,NULL,NULL,"Acmemapper 2.0;Rwanda",2,4,"2020-01-17 21:21:38"
Sabah,NULL,P,"05° 30' 00" N; 117° 00' 00" E",5.5,117,Malaysia,NULL,NULL,NULL,NULL,Eurasia,0,0,0,NULL,"; Geonames: Sabah ADM1",2,3,"2011-07-24 21:07:01"
"Sabangau Forest",NULL,O,"2° 19 00" S; 113° 54’ 00" E",-2.31667,113.9,Indonesia,"Central Kalimantan",,,NULL,Eurasia,,NULL,NULL,NULL,,1,3,"2020-01-21 17:08:50"
Sakamoto,NULL,P,NULL,35,138.4,Japan,Shizuoka,NULL,NULL,NULL,Eurasia,NULL,NULL,NULL,NULL,"Acmemapper 2.0;Sakamoto,shizuoka,Japan",2,2,"2020-01-21 17:09:03"
Samburu,NULL,SL,"01° 15' 00" N; 037° 00' 00" E",1.25,37,Kenya,NULL,NULL,NULL,NULL,Africa,1,0,0,NULL,"; Geonames Samburu ADMD, based on Fig 1 Dracopoli et al. 1986",2,2,"2011-07-24 21:07:25"
Samuel,NULL,SL,"8° 10' 00" S; 62° 26' 00" W",-8.16,-62.43,Brazil,NULL,NULL,NULL,NULL,SouthAmerica,1,0,0,NULL,"State of Rondonia; from primary ref, Lourenco de Oliveira and Deane 1995",1,1,"2011-07-25 16:15:19"
"San Cayetano",NULL,P,NULL,-40.5,-58.683,Argentina,Corrientes,NULL,"San Cayetano",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,"2020-01-21 17:23:59"
"San Juan",NULL,P,"06° 43' N; 74° 09' W",6.72,74.15,Colombia,"Santander Department",,,NULL,NULL,,NULL,3496,28,,1,2,"2020-01-21 17:24:22"
"Sanaga River",NULL,SL,"6° N; 11° E",6,11,Cameroon,NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,"; estimated based on map in reference",3,2,"2011-07-25 16:15:30"
Sandveld,NULL,P,,-27.7108,25.7558,"South Africa","Free State",,Bloemof,NULL,NULL,"Sandveld Nature Reserve",NULL,NULL,NULL,,2,3,"2020-08-23 21:53:36"
Sangaredi,NULL,NULL,,NULL,NULL,Guinea,,,Sangaredi,NULL,Africa,,NULL,NULL,NULL,,,,"2020-11-30 16:30:44"
Sangeh,NULL,SL,NULL,-8.3,115.1,Indonesia,NULL,NULL,NULL,NULL,Eurasia,0,0,0,NULL,"Geonames;Sangeh;used the only entry in indonesia and not having any prefix or suffix",2,2,"2020-01-14 21:13:07"
"Sango Bay",NULL,SL,"00° 51' 00" S; 031° 42' 00" E",-0.85,31.7,Uganda,NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,""Sango Bay Forests", Masaka District; Geonames: Sango Bay BAY",2,2,"2011-07-25 16:18:38"
"Santa Catarina",NULL,P,"27° 00' 00" S; 050° 00' 00" W",-27,-50,Brazil,NULL,NULL,NULL,NULL,SouthAmerica,0,0,0,NULL,"; Geonames: Santa Catarina "Estado" ADMD",2,2,"2011-07-25 16:19:05"
"Santa Marta mountains",NULL,SL,NULL,18.3,-94.0833,Mexico,NULL,NULL,Veracruz,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,"2020-01-21 17:29:12"
"Santa Rosa",NULL,SL,"10° 54' N; 85° 39' W",10.9,-85.65,"Costa Rica",NULL,NULL,NULL,NULL,NorthAmerica,2,0,0,NULL,"; primary ref",1,1,"2011-07-25 16:20:43"
"Sao Paulo",NULL,P,"22° 00' 00" S;  049° 00' 00" W",-22,-49,Brazil,NULL,NULL,NULL,NULL,SouthAmerica,0,0,0,NULL,"; Geonames: Sau Paulo (Estado) ADMD",2,2,"2011-07-25 16:20:56"
Sarawak,NULL,P,"02° 30' 00" N; 113° 30' 00" E",2.5,113.5,Malaysia,NULL,NULL,NULL,NULL,Eurasia,0,0,0,NULL,"; Geonames: Sarawak ADM1",2,3,"2011-07-25 16:21:08"
"SAUDI ARABIA",NULL,N,NULL,25,45,"Saudi Arabia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Geonames: Saudi Arabia",2,4,"2020-01-21 17:25:43"
Scrutton,NULL,SL,"22° 21' S; 30° 23' E",-22.35,30.38,"South Africa",NULL,NULL,NULL,NULL,Africa,0,450,325,NULL,"Scrutton Private Nature Reserve; from source (Pettifer 1984); altitude and rainfall are midpoints of range",2,2,"2011-07-25 16:21:19"
Sebangau,NULL,NULL,,NULL,NULL,Indonesia,Kalimantan,"Central Kalimantan",,NULL,NULL,,NULL,NULL,NULL,,,,"2020-10-28 19:25:26"
Sebitoli,NULL,O,NULL,0.6484,30.3853,Uganda,,,,NULL,Africa,"Kibale National Park",NULL,NULL,NULL,,2,2,"2020-01-21 17:31:06"
Selangor,NULL,P,"03° 10' 00" N; 101° 30' 00" E",3.17,101.5,Malaysia,NULL,NULL,NULL,NULL,Eurasia,0,0,0,NULL,"classed different from Kuala Selangor because author unclear, "Selangor Coast", possibly refering to the state; Geonames:  Selangor Negeri (state)",2,2,"2011-07-25 19:19:19"
"Selous ",NULL,SL,NULL,-9,37.5,Tanzania,,,,NULL,NULL,"Selous Game Reserve",NULL,NULL,NULL,"Geonames: Selous Game Reserve",1,2,"2020-01-21 17:33:36"
Semliki,NULL,SL,"00° 49' 00" N; 030° 04' 00" E",0.81,30.06,Uganda,NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,""forest," Toro District; Geonames: Semliki Forest FRST",2,2,"2011-07-25 16:23:33"
SENEGAL,NULL,N,"14° 00' 00" N; 014° 00' 00" W",14,-14,Senegal,NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,"; Geonames:  Senegal PCLI",2,4,"2011-07-25 16:24:29"
Sepilok,NULL,SL,"05° 52' 00" N; 117° 58' 00" E",5.86,117.96,Malaysia,NULL,NULL,NULL,NULL,Eurasia,2,0,0,NULL,"eastern Sabah; Geonames:  Sepilok PPL",2,2,"2011-07-25 16:24:43"
"Serengeti National Park",NULL,O,NULL,-2.3333,34.8333,Tanzania,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Geonames: Serengeti National Park",1,2,"2020-01-21 17:34:46"
"Serra da Mesa",NULL,SL,NULL,-14.52,-49.03,Brazil,Goias,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,"2020-01-21 17:48:59"
"Serra dos Carajas",NULL,SL,"6° S; 50° 18' W",-6,-50.3,Brazil,NULL,NULL,NULL,NULL,SouthAmerica,1,0,0,NULL,"primary forest; primary ref",2,2,"2011-07-25 16:24:49"
"Sese Islands",NULL,SL,"00° 18' 47" S; 032° 19' 07" E",-0.31,32.31,Uganda,NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,"Lake Victoria; Geonames: Sese Islands ISLS",2,2,"2011-07-25 16:25:00"
"Shai Hills",NULL,NULL,"5.891667, 0.060556",5.89167,0.060556,Ghana,"Greater Accra","Dangme West",Doryumu,NULL,Africa,"Shai Hills Reserve",NULL,NULL,NULL,,,,"2021-01-28 02:23:59"
Shamwari,NULL,SL,,-33.478,26.0363,"South Africa","Eastern Cape",,,NULL,NULL,"Shamwari Game Reserve",NULL,NULL,NULL,,1,2,"2020-08-23 22:21:00"
Shiga,NULL,P,NULL,35,135.9,Japan,Nagano,NULL,NULL,NULL,Eurasia,NULL,NULL,NULL,NULL,"Acmemapper 2.0;Shiga",2,2,"2020-01-21 17:36:44"
Shimoga,NULL,SL,NULL,13.9,75.1,India,"Mysore State",NULL,NULL,NULL,Eurasia,NULL,NULL,NULL,NULL,"Acmemapper 2.0;Shimoga,Mysore state india",2,2,"2020-01-21 17:37:13"
Shimoni,NULL,SL,"04° 39' 00" S; 039° 23' 00" E",-4.65,39.38,Kenya,NULL,NULL,NULL,NULL,Africa,1,0,0,NULL,"; Geonames: Shimoni",2,2,"2011-07-25 16:30:53"
"Shivapuri Nagarjun",NULL,SL,,27.813,85.3859,Nepal,Kathmandu,,,NULL,NULL,"Shivapuri Nagarjun National Park",NULL,NULL,NULL,,1,2,"2020-05-27 02:16:07"
Shodoshima,NULL,SL,NULL,34.5,134.2,Japan,Kagawa,NULL,NULL,NULL,Eurasia,NULL,NULL,NULL,NULL,"Acmemapper 2.0;shodoshima,kagawa",2,2,"2020-01-21 17:37:32"
Sichuan,NULL,P,"31° 27' 24.4116'' N 102° 50' 34.8648'' E.",31.4568,102.843,China,,,,NULL,Eurasia,,NULL,NULL,NULL,,1,4,"2020-01-21 17:39:28"
"SIERRA LEONE",NULL,N,"08° 30' 00" N; 011° 30' 00" W",8.5,-11.5,"Sierra Leone",NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,"; Geonames:  Sierra Leone PCLI",2,4,"2011-07-25 16:31:19"
Simien,NULL,SL,"13° 21' 00" N; 038° 18' 00" E",13.35,38.3,Ethiopia,NULL,NULL,NULL,NULL,Africa,1,330,1400,NULL,"Simien Mountains National Park; Geonames:  Simien/Ethiopia RGN",2,2,"2011-07-25 16:31:24"
Sine-Saloum,NULL,SL,NULL,14.45,-15,Senegal,NULL,NULL,NULL,NULL,Africa,NULL,NULL,NULL,NULL,"central Senegal near the Gambian border
Geonames: Réserve Sylvo-Pastorale du Sine-Saloum ca. 49 m",1,2,"2020-01-21 17:43:36"
SINGAPORE,NULL,N,"01° 22' 00" N; 103° 48' 00" E",1.37,103.8,Singapore,NULL,NULL,NULL,NULL,Eurasia,0,0,0,NULL,"; Geonames:  Singapore PCLI",2,4,"2011-07-25 16:31:35"
Sinnamary,NULL,SL,"05° 23' 00" N; 052° 57' 00" W",5.38,-52.95,"French Guiana",NULL,NULL,NULL,NULL,SouthAmerica,1,0,0,NULL,""primary forest"; approx 40 km from Atlantic ocean, behind dam; Geonames: Sinnamary PPL",2,2,"2011-07-25 16:31:41"
"Sinnamary region",NULL,O,NULL,5.38,-52.95,"French Guiana",NULL,NULL,NULL,NULL,SouthAmerica,NULL,NULL,NULL,NULL,"Acmemapper2.0;sinnamary region",2,2,"2020-01-17 20:10:53"
"Sítio Aguahy Private Reserve",NULL,SL,NULL,-2.65444,-44.1394,Brazil,Maranhão,,"São Jose de Ribamar",NULL,NULL,,NULL,NULL,NULL,,1,1,"2020-01-14 21:14:54"
"Smitswinkel Bay",NULL,SL,"S 34° 15' 57'' E 18° 28' 15''",-34.26,18.47,"South Africa","Western Cape",NULL,NULL,NULL,Africa,NULL,NULL,NULL,NULL,"GeoNameID: 3361432",2,2,"2020-01-17 20:11:00"
Sodore,NULL,SL,"08° 24' 00" N; 039° 23' 00" E",8.4,39.38,Ethiopia,NULL,NULL,NULL,NULL,Africa,0,1600,0,NULL,"r125 km to th east of Addis Ababa; aka Sodor Ye'Meznanya Bota, Soder, Sodore; Geonames: Sodor PPL",2,2,"2011-07-25 16:32:56"
Soetdoring,NULL,SL,,-28.8424,26.0535,"South Africa","Free State",,,NULL,NULL,"Soetdoring Nature Reserve",NULL,NULL,NULL,,2,2,"2020-08-24 05:25:03"
Songkhla,NULL,SL,"07° 08' 00" N; 100° 32' 00" E",7.13,100.53,Thailand,NULL,NULL,NULL,NULL,Eurasia,1,0,0,NULL,"; Geonames: Changwat Songkhla PPL, matches map in ref",2,2,"2011-07-25 16:33:06"
Sonso,NULL,SL,"1° 43' 556'' N, 31° 32' 827'' E",1.871,31.7631,Uganda,,,,NULL,NULL,"Budongo Forest",NULL,NULL,NULL,,1,1,"2020-01-21 17:45:59"
Sooretama,NULL,SL,NULL,-19.2,-40.1,Brazil,NULL,NULL,NULL,NULL,SouthAmerica,NULL,NULL,NULL,NULL,Acmemapper2.0;sooretama,2,2,"2012-06-14 21:40:16"
Sorocaba,NULL,SL,NULL,-23.5,-47.5,Brazil,"Sao Paulo",Sorocaba,,NULL,NULL,,NULL,NULL,NULL,,1,1,"2020-01-21 17:46:21"
"SOUTH AFRICA",NULL,N,"30° 00' 00" S; 026° 00' 00" E",-30,26,"South Africa",NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,"; Geonames: South Africa, republic of",2,4,"2011-07-25 16:33:32"
"SOUTH AMERICA",NULL,O,NULL,NULL,NULL,N/A,NULL,NULL,NULL,NULL,SouthAmerica,0,0,0,NULL,"; not relevant",NULL,NULL,"2020-01-21 17:46:33"
"South West Province",NULL,P,"05° 25' 00" N; 009° 20' 00" E",5.42,9.33,Cameroon,NULL,NULL,NULL,NULL,Africa,0,0,0,NULL,"; Geonames: South West Province ADM1",2,3,"2011-07-25 16:33:46"
