,Unnamed: 0,HostCorrectedName,ParasiteCorrectedName,Arthropod,Bacteria,Protozoa,Fungus,Virus,Helminth,NoEntry,Vector,Direct,Indirect,Sexual,Vertical,CloseT,Nonclose,Intermediate,WtAvgPrevalence,Citation,Parasite_type,transmission_type
653,653,Cercopithecus cephus,Deltaretrovirus sp.,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.068,1,Virus,Direct-Sexual-Vertical-CloseT
654,654,Cercopithecus cephus,Encephalitozoon intestinalis,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,,1,Fungus,Direct-Vertical-Nonclose
655,655,Cercopithecus cephus,Haemaphysalis sp.,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,1,Arthropod,Direct-Indirect-Nonclose
656,656,Cercopithecus cephus,Hepatocystis kochi,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
657,657,Cercopithecus cephus,Ixodes sp.,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,1,Arthropod,Direct-Indirect-Nonclose
658,658,Cercopithecus cephus,Lentivirus Simian immunodeficiency virus,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.21,1,Virus,Direct-Sexual-Vertical-CloseT
659,659,Cercopithecus cephus,Staphylococcus aureus,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,,1,Bacteria,Direct-Vertical-CloseT-Nonclose
660,660,Cercopithecus cephus,Trypanosoma brucei,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.077,1,Protozoa,Vector-Indirect
661,661,Cercopithecus cephus,Trypanosoma congolese,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.077,1,Protozoa,Vector-Indirect
662,662,Cercopithecus cephus,Trypanosoma primatum,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
663,663,Cercopithecus cephus,Trypanosoma vivax,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.077,1,Protozoa,Vector-Indirect
664,664,Cercopithecus denti,Alphavirus Semliki forest virus,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.667,1,Virus,Vector-Indirect
665,665,Cercopithecus denti,Flavivirus Yellow Fever,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0.5,1,Virus,Vector-Indirect
666,666,Cercopithecus denti,Hepatocystis bovillezi,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0.87,1,Protozoa,Vector-Indirect
667,667,Cercopithecus diana,Ancylostoma sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.38,1,Helminth,Direct-Nonclose
668,668,Cercopithecus diana,Balantidium coli,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.047,1,Protozoa,Direct-CloseT-Nonclose
669,669,Cercopithecus diana,Blastocystis sp.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.094,1,Protozoa,Direct
670,670,Cercopithecus diana,Chilomastix mesnili,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.269,1,Protozoa,Direct-CloseT-Nonclose
671,671,Cercopithecus diana,Cytomegalovirus sp.,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,,1,Virus,Direct-Sexual-Vertical-CloseT
672,672,Cercopithecus diana,Endolimax nana,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.27,1,Protozoa,Direct-CloseT-Nonclose
673,673,Cercopithecus diana,Entamoeba coli,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.608,1,Protozoa,Direct-CloseT-Nonclose
674,674,Cercopithecus diana,Entamoeba hartmanni,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.257,1,Protozoa,Direct-CloseT-Nonclose
675,675,Cercopithecus diana,Flavivirus Yellow Fever,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,,1,Virus,Vector-Indirect
676,676,Cercopithecus diana,Giardia sp.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.146,1,Protozoa,Direct-Nonclose
677,677,Cercopithecus diana,Hepatocystis kochi,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,,1,Protozoa,Vector-Indirect
678,678,Cercopithecus diana,Iodamoeba butschlii,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.491,1,Protozoa,Direct-CloseT-Nonclose
679,679,Cercopithecus diana,Oesophagostomum sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.252,1,Helminth,Direct-Nonclose
680,680,Cercopithecus diana,Strongyloides stercoralis,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.023,1,Helminth,Direct-Indirect-Nonclose
681,681,Cercopithecus diana,Subulura sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.029,1,Helminth,Indirect-Intermediate
682,682,Cercopithecus diana,Ternidens sp.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.029,1,Helminth,
683,683,Cercopithecus diana,Trichuris trichiura,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.182,1,Helminth,Direct-Nonclose
684,684,Cercopithecus lhoesti,Hepatocystis kochi,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
685,685,Cercopithecus lhoesti,Oesophagostomum sp.,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0.473157895,2,Helminth,Direct-Nonclose
686,686,Cercopithecus lhoesti,Strongyloides fuelleborni,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.27,1,Helminth,Direct-Indirect-Nonclose
687,687,Cercopithecus lhoesti,Trichuris trichiura,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,,2,Helminth,Direct-Nonclose
688,688,Cercopithecus mitis,Alphavirus Semliki forest virus,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.2,1,Virus,Vector-Indirect
689,689,Cercopithecus mitis,Armillifer armillatus,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,1,Arthropod,Indirect-Nonclose-Intermediate
690,690,Cercopithecus mitis,Babesia pitheci,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,,2,Protozoa,Vector-Indirect
691,691,Cercopithecus mitis,Balantidium coli,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.436,1,Protozoa,Direct-CloseT-Nonclose
692,692,Cercopithecus mitis,Blastocystis sp.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,1,Protozoa,Direct
693,693,Cercopithecus mitis,Capillaria sp.,0,0,0,0,0,2,0,0,2,2,0,0,0,2,2,0.052204724,1,Helminth,Direct-Indirect-Nonclose-Intermediate
694,694,Cercopithecus mitis,Chilomastix mesnili,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,,2,Protozoa,Direct-CloseT-Nonclose
695,695,Cercopithecus mitis,Deltaretrovirus Primate T-lymphotropic virus 1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,,1,Virus,Direct-Sexual-Vertical-CloseT
696,696,Cercopithecus mitis,Deltaretrovirus sp.,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.32,1,Virus,Direct-Sexual-Vertical-CloseT
697,697,Cercopithecus mitis,Dientamoeba fragilis,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,,2,Protozoa,Direct-CloseT-Nonclose
698,698,Cercopithecus mitis,Endolimax nana,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0.16,2,Protozoa,Direct-CloseT-Nonclose
699,699,Cercopithecus mitis,Entamoeba chattoni,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.33,1,Protozoa,Direct-CloseT-Nonclose
700,700,Cercopithecus mitis,Entamoeba coli,0,0,4,0,0,0,0,0,4,0,0,0,4,4,0,0.556311475,4,Protozoa,Direct-CloseT-Nonclose
701,701,Cercopithecus mitis,Entamoeba hartmanni,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0.16,3,Protozoa,Direct-CloseT-Nonclose
702,702,Cercopithecus mitis,Entamoeba histolytica,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0.236,2,Protozoa,Direct-CloseT-Nonclose
703,703,Cercopithecus mitis,Enterobius vermicularis,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0.073,1,Helminth,Direct-CloseT-Nonclose
704,704,Cercopithecus mitis,Flavivirus Yellow Fever,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0.429,1,Virus,Vector-Indirect
705,705,Cercopithecus mitis,Gongylonema sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.02,1,Helminth,Indirect-Intermediate
706,706,Cercopithecus mitis,Hepatocystis kochi,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,,1,Protozoa,Vector-Indirect
707,707,Cercopithecus mitis,Iodamoeba butschlii,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0.33,3,Protozoa,Direct-CloseT-Nonclose
708,708,Cercopithecus mitis,Isospora sp.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,1,Protozoa,Direct
709,709,Cercopithecus mitis,Lentivirus Simian immunodeficiency virus,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,,1,Virus,Direct-Sexual-Vertical-CloseT
710,710,Cercopithecus mitis,Mesocestoides sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.07,1,Helminth,Indirect-Intermediate
711,711,Cercopithecus mitis,Oesophagostomum bifurcum,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
712,712,Cercopithecus mitis,Physaloptera caucasia,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.02,1,Helminth,Indirect-Intermediate
713,713,Cercopithecus mitis,Retortamonas intestinalis,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,,1,Protozoa,Direct-CloseT-Nonclose
714,714,Cercopithecus mitis,Schistosoma haematobium,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0.073846154,2,Helminth,Indirect-Intermediate
715,715,Cercopithecus mitis,Streptopharagus pigmentatus,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0.790775194,2,Helminth,Indirect-Intermediate
716,716,Cercopithecus mitis,Strongyloides fuelleborni,0,0,0,0,0,2,0,0,2,2,0,0,0,2,0,0.401,2,Helminth,Direct-Indirect-Nonclose
717,717,Cercopithecus mitis,Subulura sp.,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,,1,Helminth,Indirect-Intermediate
718,718,Cercopithecus mitis,Ternidens deminutus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.38,1,Helminth,
719,719,Cercopithecus mitis,Treponema pallidum,0,2,0,0,0,0,0,0,2,0,2,0,2,0,0,,1,Bacteria,Direct-Sexual-CloseT
720,720,Cercopithecus mitis,Trichomonas intestinalis,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,,1,Protozoa,Direct-CloseT
721,721,Cercopithecus mitis,Trichostrongylus axei,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.25,1,Helminth,Direct-Nonclose
722,722,Cercopithecus mitis,Trichuris trichiura,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0.528705069,3,Helminth,Direct-Nonclose
723,723,Cercopithecus mitis,Trypanosoma sp.,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
724,724,Cercopithecus mona,Deltaretrovirus Primate T-lymphotropic virus 1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.06,1,Virus,Direct-Sexual-Vertical-CloseT
725,725,Cercopithecus mona,Deltaretrovirus Primate T-lymphotropic virus 3,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.025,1,Virus,Direct-Sexual-Vertical-CloseT
726,726,Cercopithecus mona,Flavivirus Yellow Fever,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,,1,Virus,Vector-Indirect
727,727,Cercopithecus mona,Hepatocystis bovillezi,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
728,728,Cercopithecus mona,Lentivirus Simian immunodeficiency virus,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.5,1,Virus,Direct-Sexual-Vertical-CloseT
729,729,Cercopithecus mona,Loa loa,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.11,1,Helminth,Vector-Indirect
730,730,Cercopithecus mona,Oesophagostomum bifurcum,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0.75,4,Helminth,Direct-Nonclose
731,731,Cercopithecus mona,Orbivirus Orungo virus,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,,2,Virus,Vector-Indirect
732,732,Cercopithecus mona,Paracoroptes gordoni,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,1,Arthropod,Direct-CloseT
733,733,Cercopithecus mona,Psorergates sp.,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,1,Arthropod,Direct-CloseT
734,734,Cercopithecus mona,Ternidens deminutus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,Helminth,
735,735,Cercopithecus mona,Trypanosoma vivax,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.333,1,Protozoa,Vector-Indirect
736,736,Cercopithecus neglectus,Deltaretrovirus Primate T-lymphotropic virus 1,0,0,0,0,2,0,0,0,2,0,2,2,2,0,0,0.181818182,2,Virus,Direct-Sexual-Vertical-CloseT
737,737,Cercopithecus neglectus,Deltaretrovirus sp.,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.055,1,Virus,Direct-Sexual-Vertical-CloseT
738,738,Cercopithecus neglectus,Hepatocystis cercopitheci,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
739,739,Cercopithecus neglectus,Lentivirus Simian immunodeficiency virus,0,0,0,0,2,0,0,0,2,0,2,2,2,0,0,0.315363636,2,Virus,Direct-Sexual-Vertical-CloseT
740,740,Cercopithecus nictitans,Deltaretrovirus Primate T-lymphotropic virus 1,0,0,0,0,4,0,0,0,4,0,4,4,4,0,0,,3,Virus,Direct-Sexual-Vertical-CloseT
741,741,Cercopithecus nictitans,Deltaretrovirus Primate T-lymphotropic virus 2,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.025,1,Virus,Direct-Sexual-Vertical-CloseT
742,742,Cercopithecus nictitans,Deltaretrovirus Primate T-lymphotropic virus 3,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.02,1,Virus,Direct-Sexual-Vertical-CloseT
743,743,Cercopithecus nictitans,Deltaretrovirus sp.,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.078,1,Virus,Direct-Sexual-Vertical-CloseT
744,744,Cercopithecus nictitans,Dirofilaria corynodes,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,1,Helminth,Vector-Indirect
745,745,Cercopithecus nictitans,Flavivirus Yellow Fever,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0.612,2,Virus,Vector-Indirect
746,746,Cercopithecus nictitans,Hepatocystis cercopitheci,0,0,6,0,0,0,0,6,0,6,0,0,0,0,0,0.331333333,1,Protozoa,Vector-Indirect
747,747,Cercopithecus nictitans,Lentivirus Simian immunodeficiency virus,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.2,1,Virus,Direct-Sexual-Vertical-CloseT
748,748,Cercopithecus nictitans,Loa loa,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.244,1,Helminth,Vector-Indirect
749,749,Cercopithecus nictitans,Paracoroptes gordoni,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,1,Arthropod,Direct-CloseT
750,750,Cercopithecus nictitans,Staphylococcus aureus,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,,1,Bacteria,Direct-Vertical-CloseT-Nonclose
751,751,Cercopithecus nictitans,Trypanosoma brucei,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0.125,1,Protozoa,Vector-Indirect
752,752,Cercopithecus nictitans,Trypanosoma vivax,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.125,1,Protozoa,Vector-Indirect
753,753,Cercopithecus petaurista,Anatrichosoma sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.032,1,Helminth,Direct-Nonclose
754,754,Cercopithecus petaurista,Ancylostoma sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.376,1,Helminth,Direct-Nonclose
755,755,Cercopithecus petaurista,Balantidium coli,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.064,1,Protozoa,Direct-CloseT-Nonclose
756,756,Cercopithecus petaurista,Blastocystis sp.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.095,1,Protozoa,Direct
757,757,Cercopithecus petaurista,Chilomastix mesnili,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.312,1,Protozoa,Direct-CloseT-Nonclose
758,758,Cercopithecus petaurista,Chitwoodspirura sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.013,1,Helminth,Indirect-Intermediate
759,759,Cercopithecus petaurista,Endolimax nana,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.363,1,Protozoa,Direct-CloseT-Nonclose
760,760,Cercopithecus petaurista,Entamoeba coli,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.796,1,Protozoa,Direct-CloseT-Nonclose
761,761,Cercopithecus petaurista,Entamoeba hartmanni,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.459,1,Protozoa,Direct-CloseT-Nonclose
762,762,Cercopithecus petaurista,Giardia sp.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.191,1,Protozoa,Direct-Nonclose
763,763,Cercopithecus petaurista,Hepatocystis cercopitheci,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,,1,Protozoa,Vector-Indirect
764,764,Cercopithecus petaurista,Iodamoeba butschlii,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.484,1,Protozoa,Direct-CloseT-Nonclose
765,765,Cercopithecus petaurista,Oesophagostomum sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.306,1,Helminth,Direct-Nonclose
766,766,Cercopithecus petaurista,Orthopoxvirus monkeypox,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,,1,Virus,Direct-CloseT
767,767,Cercopithecus petaurista,Strongyloides stercoralis,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.045,1,Helminth,Direct-Indirect-Nonclose
768,768,Cercopithecus petaurista,Ternidens sp.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.026,1,Helminth,
769,769,Cercopithecus petaurista,Trichuris sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.185,1,Helminth,Direct-Nonclose
770,770,Cercopithecus pogonias,Deltaretrovirus Primate T-lymphotropic virus 1,0,0,0,0,2,0,0,0,2,0,2,2,2,0,0,0.074875,2,Virus,Direct-Sexual-Vertical-CloseT
771,771,Cercopithecus pogonias,Deltaretrovirus sp.,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.129,1,Virus,Direct-Sexual-Vertical-CloseT
772,772,Cercopithecus pogonias,Lentivirus Simian immunodeficiency virus,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.19,1,Virus,Direct-Sexual-Vertical-CloseT
773,773,Cercopithecus preussi,Loa loa,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,1,Helminth,Vector-Indirect
774,774,Cercopithecus sp.,Ascaris lumbricoides,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
775,775,Cercopithecus sp.,Babesia pitheci,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,,2,Protozoa,Vector-Indirect
776,776,Cercopithecus sp.,Flavivirus West Nile Virus,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,,1,Virus,Vector-Indirect
777,777,Cercopithecus sp.,Flavivirus Yellow Fever,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,,1,Virus,Vector-Indirect
778,778,Cercopithecus sp.,Schistosoma haematobium,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
779,779,Cercopithecus sp.,Treponema pallidum,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0.37,1,Bacteria,Direct-Sexual-CloseT
780,780,Cercopithecus sp.,Trypanosoma brucei,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
781,781,Cercopithecus wolfi,Deltaretrovirus Primate T-lymphotropic virus 1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.091,1,Virus,Direct-Sexual-Vertical-CloseT
782,782,Cercopithecus wolfi,Deltaretrovirus sp.,0,0,0,0,2,0,0,0,2,0,2,2,2,0,0,0.074111111,1,Virus,Direct-Sexual-Vertical-CloseT
783,783,Cercopithecus wolfi,Lentivirus Simian immunodeficiency virus,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.05,1,Virus,Direct-Sexual-Vertical-CloseT
784,784,Cercopithecus wolfi,Paracoroptes gordoni,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,1,Arthropod,Direct-CloseT
785,785,Cheirogaleus major,Cheirogalalges evansi,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,1,Arthropod,Direct-CloseT
786,786,Cheirogaleus major,Lemuricola contagiosus,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,,3,Helminth,Direct-CloseT-Nonclose
787,787,Cheirogaleus major,Trichuris lemuris,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
788,788,Cheirogaleus medius,Ascaris sp.,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0.097634043,2,Helminth,Direct-Nonclose
789,789,Cheirogaleus medius,Cheirogalalges evansi,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,1,Arthropod,Direct-CloseT
790,790,Cheirogaleus medius,Hymenolepis sp.,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0.320301394,4,Helminth,Indirect-Intermediate
791,791,Cheirogaleus medius,Lemuricola sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.015,1,Helminth,Direct-Nonclose
792,792,Cheirogaleus medius,Metagonimus sp.,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0.025923404,2,Helminth,Indirect-Intermediate
793,793,Cheirogaleus medius,Opisthorchis sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.007,1,Helminth,Indirect-Intermediate
794,794,Cheirogaleus medius,Spirura diplocyphos,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,,1,Helminth,Indirect-Intermediate
795,795,Cheirogaleus medius,Strongylida sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.059,1,Helminth,Direct-Nonclose
796,796,Cheirogaleus medius,Strongyloides sp.,0,0,0,0,0,2,0,0,2,2,0,0,0,2,0,0.0395,2,Helminth,Direct-Indirect-Nonclose
797,797,Cheirogaleus medius,Subulura baeri,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
798,798,Cheirogaleus medius,Trichuris sp.,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0.171120152,4,Helminth,Direct-Nonclose
799,799,Cheirogaleus sp.,Haemaphysalis lemuris,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.167,1,Arthropod,Direct-Nonclose
800,800,Cheirogaleus sp.,Ixodes lemuris,4,0,0,0,0,0,0,0,4,0,0,0,4,4,0,,1,Arthropod,Direct-CloseT-Nonclose
801,801,Cheirogaleus sp.,Lemurpediculus claytoni,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,Arthropod,
802,802,Cheirogaleus sp.,Lemurpediculus robbinsi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,Arthropod,
803,803,Chiropotes albinasus,Plasmodium brasilianum,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0.398,2,Protozoa,Vector-Indirect
804,804,Chiropotes satanas,Leishmania shawi,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
805,805,Chiropotes satanas,Plasmodium brasilianum,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0.125891892,4,Protozoa,Vector-Indirect
806,806,Chiropotes satanas,Trypanosoma lambrechti,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,,2,Protozoa,Vector-Indirect
807,807,Chiropotes satanas,Trypanosoma mycetae,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
808,808,Chiropotes satanas,Trypanoxyuris satanas,0,0,0,0,0,4,0,0,4,0,0,0,4,4,0,,3,Helminth,Direct-CloseT-Nonclose
809,809,Colobus angolensis,Deltaretrovirus Primate T-lymphotropic virus 3,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.08,1,Virus,Direct-Sexual-Vertical-CloseT
810,810,Colobus angolensis,Entamoeba coli,0,0,5,0,0,0,0,0,5,0,0,0,5,5,0,0.158,2,Protozoa,Direct-CloseT-Nonclose
811,811,Colobus angolensis,Entamoeba histolytica,0,0,7,0,0,0,0,0,7,0,0,0,7,7,0,0.838353293,2,Protozoa,Direct-CloseT-Nonclose
812,812,Colobus angolensis,Enterobius vermicularis,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,0.014,1,Helminth,Direct-CloseT-Nonclose
813,813,Colobus angolensis,Hepatocystis kochi,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
814,814,Colobus angolensis,Strongyloides fuelleborni,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.053,1,Helminth,Direct-Indirect-Nonclose
815,815,Colobus angolensis,Trichuris sp.,0,0,0,0,0,6,0,0,6,0,0,0,0,6,0,0.268752688,2,Helminth,Direct-Nonclose
816,816,Colobus badius,Ancylostoma sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.131,1,Helminth,Direct-Nonclose
817,817,Colobus badius,Arterivirus Simian hemorrhagic fever virus,0,0,0,0,2,0,0,0,2,0,0,0,2,2,0,0.4335,1,Virus,Direct-CloseT-Nonclose
818,818,Colobus badius,Ascaridia galli,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0.011,1,Helminth,Direct-Nonclose
819,819,Colobus badius,Ascaris sp.,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0.014855779,2,Helminth,Direct-Nonclose
820,820,Colobus badius,Balantidium coli,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0.061548757,2,Protozoa,Direct-CloseT-Nonclose
821,821,Colobus badius,Bertiella sp.,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0.067183457,2,Helminth,Indirect-Intermediate
822,822,Colobus badius,Blastocystis sp.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.049,1,Protozoa,Direct
823,823,Colobus badius,Capillaria sp.,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0.28,1,Helminth,Direct-Indirect-Nonclose-Intermediate
824,824,Colobus badius,Chilomastix mesnili,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0.197,2,Protozoa,Direct-CloseT-Nonclose
825,825,Colobus badius,Chitwoodspirura sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.02,1,Helminth,Indirect-Intermediate
826,826,Colobus badius,Colobenterobius colobis,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,1,3,Helminth,Direct-CloseT-Nonclose
